label,community_id,size,n_active,n_inactive,hiv_rate,intra_edges
2357,38263,5,0,5,0.0,10
2358,38280,11,1,10,0.0909,33
2359,38312,19,0,19,0.0,71
2360,38317,9,0,9,0.0,21
2361,38340,11,0,11,0.0,39
2362,38341,12,1,11,0.0833,40
2363,38343,22,3,19,0.1364,84
2364,38361,8,0,8,0.0,22
2365,38371,17,1,16,0.0588,59
2366,38382,13,0,13,0.0,41
2367,38427,60,0,60,0.0,243
2368,38430,6,0,6,0.0,11
2369,38432,6,0,6,0.0,11
2370,38438,11,0,11,0.0,31
2371,38477,20,0,20,0.0,74
2372,38482,6,0,6,0.0,11
2373,38499,11,0,11,0.0,35
2374,38506,15,1,14,0.0667,66
2375,38508,9,0,9,0.0,21
2376,38537,14,0,14,0.0,42
2377,38563,17,0,17,0.0,58
2378,38566,11,1,10,0.0909,27
2379,38568,19,1,18,0.0526,72
2380,38579,8,0,8,0.0,22
2381,38590,14,0,14,0.0,50
2382,38595,30,0,30,0.0,101
2383,38622,29,0,29,0.0,125
2384,38652,8,0,8,0.0,21
2385,38706,16,0,16,0.0,66
2386,38714,53,0,53,0.0,238
2387,38727,18,0,18,0.0,49
2388,38755,12,1,11,0.0833,39
2389,38758,5,2,3,0.4,9
2390,38771,18,0,18,0.0,86
2391,38778,4,0,4,0.0,5
2392,38791,21,0,21,0.0,72
2393,38797,10,0,10,0.0,28
2394,38819,19,0,19,0.0,78
2395,38823,6,0,6,0.0,15
2396,38835,16,0,16,0.0,53
2397,38838,6,0,6,0.0,14
2398,38840,6,1,5,0.1667,13
2399,38845,12,1,11,0.0833,42
2400,38851,8,0,8,0.0,24
2401,38866,17,0,17,0.0,47
2402,38871,6,0,6,0.0,12
2403,38917,13,0,13,0.0,49
2404,38925,11,1,10,0.0909,22
2405,38933,17,0,17,0.0,72
2406,38940,7,4,3,0.5714,17
2407,38960,26,0,26,0.0,95
2408,38965,31,0,31,0.0,134
2409,38968,14,0,14,0.0,49
2410,38980,20,0,20,0.0,84
2411,39001,30,1,29,0.0333,135
2412,39008,7,0,7,0.0,17
2413,39030,28,1,27,0.0357,96
2414,39075,24,0,24,0.0,107
2415,39089,23,0,23,0.0,65
2416,39093,7,0,7,0.0,13
2417,39111,7,0,7,0.0,17
2418,39114,22,0,22,0.0,89
2419,39158,25,0,25,0.0,105
2420,39165,6,0,6,0.0,13
2421,39172,17,0,17,0.0,43
2422,39174,5,0,5,0.0,6
2423,39212,5,0,5,0.0,8
2424,39238,7,1,6,0.1429,19
2425,39240,8,0,8,0.0,21
2426,39258,9,0,9,0.0,23
2427,39319,4,0,4,0.0,5
2428,39373,6,0,6,0.0,12
2429,39389,8,0,8,0.0,19
2430,39417,13,0,13,0.0,48
2431,39420,5,0,5,0.0,7
2432,39443,26,0,26,0.0,83
2433,39464,18,0,18,0.0,56
2434,39470,31,0,31,0.0,121
2435,39488,13,0,13,0.0,41
2436,39490,11,0,11,0.0,30
2437,39495,7,0,7,0.0,13
2438,39507,16,0,16,0.0,48
2439,39511,7,0,7,0.0,16
2440,39548,49,2,47,0.0408,234
2441,39550,11,0,11,0.0,40
2442,39560,4,0,4,0.0,6
2443,39575,20,1,19,0.05,78
2444,39579,5,0,5,0.0,10
2445,39580,8,1,7,0.125,16
2446,39587,26,0,26,0.0,119
2447,39621,7,0,7,0.0,15
2448,39648,5,0,5,0.0,9
2449,39653,15,0,15,0.0,45
2450,39659,24,0,24,0.0,98
2451,39691,16,0,16,0.0,60
2452,39696,13,0,13,0.0,45
2453,39706,5,0,5,0.0,10
2454,39719,12,0,12,0.0,43
2455,39735,18,0,18,0.0,66
2456,39752,13,0,13,0.0,50
2457,39779,5,0,5,0.0,10
2458,39783,8,1,7,0.125,23
2459,39821,6,0,6,0.0,11
2460,39837,17,1,16,0.0588,58
2461,39839,5,0,5,0.0,10
2462,39876,13,0,13,0.0,47
2463,39889,8,0,8,0.0,21
2464,39924,43,1,42,0.0233,204
2465,39930,15,1,14,0.0667,53
2466,39958,25,1,24,0.04,102
2467,39998,37,0,37,0.0,160
2468,40010,13,0,13,0.0,45
2469,40021,20,0,20,0.0,59
2470,40089,25,4,21,0.16,117
2471,40098,8,0,8,0.0,23
2472,40121,8,1,7,0.125,19
2473,40130,9,0,9,0.0,21
2474,40172,10,0,10,0.0,32
2475,40178,23,0,23,0.0,113
2476,40179,14,0,14,0.0,50
2477,40188,16,0,16,0.0,43
2478,40189,42,1,41,0.0238,173
2479,40191,19,0,19,0.0,64
2480,40192,17,0,17,0.0,58
2481,40198,21,0,21,0.0,77
2482,40209,8,0,8,0.0,17
2483,40230,10,0,10,0.0,28
2484,40248,3,0,3,0.0,3
2485,40263,5,0,5,0.0,9
2486,40290,23,0,23,0.0,86
2487,40352,15,0,15,0.0,45
2488,40368,21,1,20,0.0476,78
2489,40376,14,0,14,0.0,60
2490,40400,12,0,12,0.0,36
2491,40405,10,5,5,0.5,41
2492,40411,18,9,9,0.5,91
2493,40432,41,0,41,0.0,171
2494,40434,14,0,14,0.0,46
2495,40447,11,0,11,0.0,37
2496,40450,8,0,8,0.0,20
2497,40488,4,1,3,0.25,5
2498,40492,21,0,21,0.0,76
2499,40508,12,0,12,0.0,38
2500,40509,6,0,6,0.0,13
2501,40510,8,1,7,0.125,22
2502,40540,23,2,21,0.087,105
2503,40569,13,0,13,0.0,43
2504,40620,7,0,7,0.0,16
2505,40635,19,1,18,0.0526,63
2506,40673,11,0,11,0.0,31
2507,40709,6,0,6,0.0,13
2508,40713,21,1,20,0.0476,98
2509,40714,4,0,4,0.0,6
2510,40786,15,0,15,0.0,43
2511,40812,12,0,12,0.0,44
2512,40817,36,2,34,0.0556,189
2513,40828,31,0,31,0.0,126
2514,40882,16,1,15,0.0625,85
2515,40906,24,2,22,0.0833,111
2516,40910,17,0,17,0.0,71
2517,40929,20,1,19,0.05,73
2518,40930,27,0,27,0.0,104
2519,40933,4,0,4,0.0,5
2520,40944,10,3,7,0.3,41
2521,40972,7,0,7,0.0,18
2522,40993,41,1,40,0.0244,205
2523,41008,33,0,33,0.0,149
2524,41023,5,2,3,0.4,10
2525,41032,16,0,16,0.0,70
2526,41035,13,0,13,0.0,34
2527,41037,14,1,13,0.0714,65
2528,41041,9,0,9,0.0,29
2529,41044,17,0,17,0.0,54
2530,41047,15,0,15,0.0,60
2531,41064,10,0,10,0.0,25
2532,41071,27,0,27,0.0,121
2533,41074,12,0,12,0.0,40
2534,41087,30,1,29,0.0333,130
2535,41101,5,1,4,0.2,10
2536,41117,6,0,6,0.0,12
2537,41123,5,0,5,0.0,9
2538,41129,33,2,31,0.0606,169
2539,41134,9,2,7,0.2222,21
2540,41149,30,3,27,0.1,145
2541,41171,13,4,9,0.3077,54
2542,41207,22,5,17,0.2273,98
2543,41217,21,9,12,0.4286,110
2544,41230,9,6,3,0.6667,38
2545,41231,10,5,5,0.5,31
2546,41249,7,2,5,0.2857,18
2547,41263,25,4,21,0.16,122
2548,41271,11,2,9,0.1818,42
2549,41273,9,6,3,0.6667,38
